1	500035	117958
2	500399	118091
3	500541	118270
4	500586	118280
5	500628	118282
6	500643	118307
7	500638	118342
8	500795	118539
9	500962	118420
10	501096	118430
11	501039	118428
12	500977	118438
13	500917	118463
14	500802	118551
15	500810	118594
16	500815	118627
17	500790	118737
18	500772	118885
19	500737	119059
20	500698	119270
21	500725	119323
22	500752	119338
23	500762	119396
24	500770	119479
25	500830	119526
26	500860	119607
27	500870	119672
28	500855	119728
29	500822	119768
30	500775	119826
31	500733	119878
32	500690	119936
33	500678	120022
34	500573	120170
35	500528	120288
36	500553	120369
37	500566	120409
38	500571	120439
39	500581	120494
40	500603	120602
41	500600	120638
42	500623	120783
43	500625	120834
44	500658	120836
45	500655	120864
46	500615	120929
47	500685	121027
48	500683	121100
49	500670	121183
50	500645	121284
51	500660	121394
52	500680	121419
53	500703	121522
54	500723	121701
55	500777	121837
56	500795	121915
57	500799	121985
58	500842	122043
59	500849	122076
60	500812	122227
61	500822	122257
62	500854	122272
63	500869	122340
64	500909	122375
65	500917	122408
66	500902	122468
67	500854	122524
68	500794	122567
69	500739	122642
70	500761	122698
71	500739	122730
72	500734	122844
73	500736	122892
74	500746	122985
75	500759	123038
76	500812	123101
77	500829	123141
78	500879	123194
79	500924	123252
80	500949	123209
81	500977	123184
82	500964	123211
83	500959	123244
84	500982	123279
85	501009	123307
86	501034	123325
87	501052	123352
88	501075	123405
89	501107	123461
90	501117	123498
91	501172	123650
92	501225	123798
93	501257	123864
94	501297	123934
95	501330	123967
96	501380	124002
97	501443	124063
98	501495	124128
99	501538	124206
100	501570	124289
101	501621	124314
102	501691	124347
103	501736	124362
104	501783	124362
105	501831	124355
106	501863	124342
107	501899	124309
108	501904	124282
109	501881	124244
110	501919	124277
111	501924	124337
112	501946	124420
113	501951	124498
114	501971	124526
115	502071	124947
116	502084	124982
117	502096	125025
118	502116	125052
119	502207	125229
120	502177	125271
121	502219	125271
122	502269	125377
123	502232	125375
124	502234	125453
125	502282	125443
126	502297	125546
127	502274	125584
128	502314	125586
129	502272	125604
130	502254	125692
131	502247	125745
132	502229	125785
133	502194	125916
134	502156	125921
135	502056	126143
136	502046	126181
137	502009	126354
138	502029	126480
139	502049	126518
140	502081	126538
141	502114	126604
142	502111	126646
143	502121	126697
144	502184	126916
145	502212	126923
146	502229	127082
147	502249	127165
148	502362	127163
149	502357	127193
150	502307	127238
151	502279	127319
152	502247	127415
153	502237	127538
154	502252	127692
155	502277	127830
156	502304	127923
157	502322	127959
158	502362	128049
159	502437	128105
160	502555	128238
161	502617	128263
162	502667	128261
163	502675	128210
164	502640	128200
165	502602	128215
166	502575	128210
167	502595	128183
168	502657	128183
169	502700	128210
170	502723	128253
171	502760	128291
172	502825	128364
173	502880	128429
174	502943	128520
175	502975	128606
176	502998	128666
177	503051	128744
178	503098	128785
179	503123	128840
180	503156	128817
181	503168	128898
182	503143	128908
183	503151	128963
184	503183	128958
185	503218	129107
186	503364	129258
187	503411	129336
188	503484	129457
189	503547	129575
190	503622	129686
191	503684	129784
192	503734	129842
193	503860	129925
194	503942	130019
195	503967	130031
196	504002	130011
197	504135	130144
198	504165	130192
199	504168	130230
200	504263	130394
201	504265	130419
202	504368	130550
203	504403	130532
204	504391	130578
205	504403	130628
206	504426	130683
207	504493	130812
208	504558	130996
209	504561	131069
210	504576	131132
211	504608	131179
212	504636	131222
213	504644	131268
214	504664	131315
215	504684	131371
216	504719	131436
217	504744	131479
218	504751	131527
219	504764	131587
220	504801	131648
221	504841	131696
222	504836	131731
223	504861	131809
224	504876	131859
225	504869	131895
226	504844	132000
227	504836	132043
228	504839	132215
229	504876	132295
230	504924	132371
231	505017	132504
232	505052	132514
233	505179	132688
234	505197	132721
235	505207	132764
236	505215	132801
237	505207	132829
238	505215	132854
239	505172	132962
240	505185	132993
241	505172	133036
242	505179	133086
243	505205	133149
244	505230	133159
245	505230	133219
246	505220	133383
247	505237	133411
248	505210	133532
249	505212	133607
250	505225	133668
251	505242	133705
252	505300	133731
253	505330	133786
254	505367	133849
255	505425	133904
256	505473	133952
257	505500	133995
258	505507	134008
259	505522	134028
260	505561	134068
261	505589	134166
262	505634	134251
263	505664	134281
264	505686	134359
265	505711	134472
266	505764	134507
267	505813	134544
268	505871	134554
269	505911	134722
270	505931	134810
271	505953	134898
272	505983	134908
273	506053	134941
274	506098	134998
275	506183	135061
276	506183	135106
277	506190	135141
278	506210	135232
279	506235	135299
280	506305	135385
281	506322	135415
282	506355	135415
283	506380	135465
284	506430	135508
285	506480	135560
286	506557	135585
287	506649	135625
288	506739	135726
289	506769	135751
290	506816	135824
291	506864	135871
292	506974	135964
293	507061	136072
294	507096	136117
295	507123	136170
296	507171	136225
297	507226	136290
298	507253	136285
299	507256	136330
300	507300	136393
301	507338	136491
302	507348	136609
303	507370	136671
304	507375	136752
305	507383	136789
306	507418	136789
307	507460	136862
308	507483	136892
309	507565	136907
310	507657	136972
311	507660	137013
312	507720	137085
313	507772	137138
314	507812	137161
315	507842	137206
316	507879	137233
317	507914	137211
318	507929	137241
319	507922	137271
320	508046	137459
321	508094	137534
322	508139	137574
323	508179	137595
324	508234	137610
325	508289	137507
326	508286	137547
327	508303	137607
328	508308	137670
329	508301	137702
330	508316	137773
331	508311	137865
332	508351	137966
333	508396	137993
334	508453	138013
335	508443	138044
336	508653	138217
337	508693	138237
338	508930	138435
339	509005	138462
340	509132	138518
341	509144	138545
342	509187	138588
343	509214	138638
344	509341	138638
345	509386	138638
346	509571	138628
347	509686	138600
348	509751	138580
349	509753	138555
350	509790	138540
351	509903	138485
352	509878	138462
353	509880	138437
354	509920	138437
355	509895	138410
356	509953	138417
357	510042	138402
358	510127	138402
359	510222	138370
360	510287	138355
361	510399	138314
362	510429	138352
363	510477	138400
364	510497	138475
365	510724	138931
366	510769	138934
367	510803	138974
368	510861	138974
369	510958	138992
370	511028	139044
371	511048	139102
372	511045	139155
373	511050	139215
374	511098	139310
375	511113	139403
376	511098	139481
377	511060	139606
378	511021	139764
379	511013	139922
380	511028	140038
381	511068	140118
382	511140	140188
383	511255	140309
384	511360	140416
385	511427	140519
386	511462	140582
387	511515	140675
388	511624	140860
389	511672	140931
390	511719	141064
391	511724	141119
392	511707	141262
393	511689	141412
394	511694	141477
395	511694	141618
396	511714	141761
397	511739	141861
398	511819	141992
399	511876	142039
400	511919	142049
401	511964	142047
402	512006	142032
403	512046	141997
404	512116	142017
405	512168	142047
406	512208	142072
407	512248	142122
408	512208	142205
409	512263	142265
410	512318	142320
411	512413	142350
412	512518	142380
413	512665	142486
414	512727	142531
415	512837	142566
416	512902	142624
417	512972	142674
418	513109	142860
419	513184	142927
420	513194	142993
421	513266	143100
422	513361	143216
423	513468	143281
424	513533	143389
425	513605	143477
426	513703	143582
427	513785	143675
428	513845	143750
429	513850	143815
430	513850	143916
431	513892	144039
432	513935	144129
433	513950	144161
434	513995	144202
435	514035	144219
436	514077	144214
437	514177	144237
438	514202	144249
439	514252	144292
440	514331	144357
441	514374	144402
442	514396	144450
443	514436	144515
444	514466	144540
445	514529	144570
446	514558	144583
447	514601	144623
448	514646	144688
449	514681	144723
450	514763	144753
451	514845	144768
452	514905	144786
453	514945	144814
454	514996	144859
455	515002	144866
456	515115	144997
457	515185	145083
458	515275	145277
459	515315	145262
460	515320	145312
461	515340	145363
462	515370	145426
463	515413	145496
464	515465	145589
465	515565	145539
466	515575	145468
467	515570	145441
468	515545	145476
469	515533	145514
470	515565	145539
471	515465	145589
472	515520	145665
473	515595	145738
474	515665	145771
475	515753	145856
476	515803	145861
477	515830	145889
478	515858	145924
479	515883	145980
480	515908	145980
481	515993	146020
482	516013	146050
483	516056	146043
484	516076	146081
485	516093	146111
486	516171	146146
487	516203	146146
488	516253	146121
489	516291	146118
490	516341	146078
491	516338	146121
492	516408	146131
493	516476	146106
494	516531	146103
495	516546	146131
496	516601	146141
497	516673	146184
498	516708	146197
499	516758	146207
500	516818	146222
501	516848	146214
502	516908	146227
503	516986	146244
504	517031	146242
505	517088	146247
506	517141	146262
507	517171	146262
508	517201	146270
509	517286	146250
510	517319	146262
511	517371	146257
512	517406	146270
513	517434	146305
514	517476	146328
515	517694	146365
516	517751	146401
517	517874	146446
518	517919	146446
519	517996	146496
520	518096	146529
521	518146	146559
522	518206	146565
523	518269	146567
524	518324	146562
525	518404	146539
526	518464	146507
527	518642	146459
528	518672	146466
529	518804	146532
530	518964	146459
531	519064	146396
532	519099	146376
533	519172	146333
534	519227	146295
535	519292	146234
536	519339	146164
537	519367	146121
538	519407	146108
539	519429	146136
540	519472	146129
541	519482	146096
542	519507	146073
543	519537	146045
544	519542	146013
545	519542	145965
546	519570	145977
547	519555	145940
548	519662	145927
549	519745	145877
550	519802	145854
551	519862	145831
552	519935	145826
553	520022	145834
554	520077	145834
555	520185	145829
556	520265	145803
557	520327	145796
558	520387	145803
559	520472	145829
560	520510	145839
561	520658	145929
562	520768	145985
563	520825	146005
564	520873	146045
565	520875	146124
566	520880	146169
567	520903	146217
568	520930	146247
569	520965	146267
570	521033	146297
571	521093	146330
572	521135	146338
573	521203	146396
574	521258	146418
575	521350	146509
576	521398	146537
577	521488	146617
578	521553	146675
579	521585	146685
580	521728	146786
581	521828	146844
582	521853	146854
583	521921	146842
584	521911	146869
585	521976	146902
586	522033	146907
587	522066	146925
588	522188	146953
589	522333	146983
590	522391	146968
591	522471	146975
592	522591	147013
593	522656	147026
594	522711	147048
595	522793	147053
596	522856	147074
597	522903	147071
598	522961	147071
599	523079	147104
600	523154	147104
601	523211	147126
602	523319	147167
603	523364	147182
604	523421	147220
605	523489	147260
606	523546	147275
607	523611	147293
608	523751	147336
609	523831	147384
610	523894	147401
611	523934	147396
612	524004	147447
613	524039	147469
614	524056	147535
615	524059	147578
616	524064	147623
617	524101	147661
618	524182	147696
619	524162	147724
620	524187	147749
621	524329	147867
622	524404	147923
623	524454	147963
624	524527	147968
625	524554	147966
626	524679	147940
627	524777	147940
628	524819	147925
629	524952	147908
630	524977	147938
631	524934	148132
632	524939	148172
633	524924	148220
634	524919	148268
635	524969	148467
636	524982	148613
637	524987	148646
638	524994	148674
639	525049	148764
640	525112	148843
641	525142	148855
642	525252	148953
643	525325	149024
644	525410	149092
645	525457	149142
646	525517	149205
647	525540	149241
648	525570	149284
649	525622	149301
650	525792	149339
651	525830	149331
652	525895	149324
653	525940	149311
654	525990	149294
655	526025	149276
656	526052	149253
657	526087	149243
658	526140	149251
659	526202	149271
660	526242	149304
661	526312	149301
662	526347	149309
663	526355	149349
664	526450	149372
665	526533	149392
666	526555	149442
667	526578	149495
668	526575	149722
669	526578	149813
670	526583	149921
671	526610	150007
672	526648	150085
673	526770	150249
674	526825	150319
675	526890	150428
676	526943	150460
677	527038	150428
678	526953	150478
679	526970	150541
680	527023	150569
681	527073	150569
682	527150	150554
683	527203	150599
684	527330	150654
685	527418	150667
686	527423	150692
687	527480	150682
688	527475	150753
689	527498	150818
690	527513	150785
691	527563	150743
692	527600	150750
693	527696	150864
694	527728	150906
695	527783	150952
696	527753	150964
697	527758	151012
698	527776	151053
699	527813	151085
700	527866	151136
701	527891	151116
702	527911	151151
703	527988	151219
704	528006	151244
705	528111	151446
706	528111	151483
707	528088	151509
708	528053	151526
709	528043	151579
710	528048	151609
711	528063	151645
712	528088	151675
713	528131	151733
714	528161	151771
715	528201	151783
716	528288	151849
717	528346	151909
718	528393	151950
719	528466	152003
720	528563	152045
721	528693	152071
722	528809	151982
723	528889	151929
724	528959	151940
725	528956	151977
726	528979	152126
727	528986	152066
728	528999	151965
729	529041	151962
730	529079	152005
731	529109	152005
732	529206	152068
733	529339	152043
734	529386	152035
735	529549	151967
736	529641	151932
737	529709	151904
738	529851	151841
739	529951	151771
740	529999	151740
741	530037	151708
742	530282	151521
743	530504	151335
744	530639	151211
745	530722	151123
746	530792	151105
747	530839	151083
748	530897	151068
749	530954	151050
750	530969	151146
751	530997	151143
752	531004	151032
753	531022	151078
754	531097	151098
755	531215	151108
756	531255	151121
757	531280	151100
758	531300	151133
759	531480	151103
760	531575	151116
761	531682	151095
762	531825	151080
763	531865	151080
764	532082	151080
765	532125	151058
766	532222	151063
767	532313	151070
768	532405	151088
769	532496	151098
770	532510	151149
771	532558	151147
772	532608	151165
773	532668	151233
774	532735	151268
775	532758	151316
776	532738	151369
777	532850	151495
778	532908	151558
779	532970	151614
780	533038	151644
781	533098	151662
782	533168	151672
783	533225	151690
784	533255	151687
785	533320	151697
786	533405	151743
787	533485	151758
788	533518	151758
789	533563	151745
790	533570	151773
791	533640	151798
792	533685	151864
793	533723	151899
794	533788	151960
795	533830	151960
796	533805	151998
797	533833	152043
798	533840	152068
799	533878	152096
800	533913	152088
801	533981	152134
802	533991	152159
803	534021	152177
804	534013	152205
805	534038	152227
806	534348	152295
807	534501	152250
808	534621	152205
809	534656	152172
810	534686	152162
811	534776	152220
812	534836	152265
813	534863	152288
814	534898	152313
815	534951	152303
816	535051	152258
817	535116	152227
818	535186	152177
819	535251	152129
820	535298	152114
821	535458	151962
822	535518	151909
823	535571	151859
824	535606	151816
825	535613	151783
826	535641	151755
827	535668	151755
828	535701	151717
829	535681	151637
830	535721	151632
831	535724	151601
832	535749	151604
833	535784	151594
834	535784	151556
835	536001	151483
836	536029	151616
837	536241	151621
838	536254	151533
839	536279	151526
840	536296	151553
841	536341	151510
842	536399	151500
843	536444	151472
844	536496	151467
845	536549	151457
846	536589	151447
847	536634	151435
848	536699	151414
849	536741	151384
850	536794	151351
851	536839	151321
852	536869	151281
853	536851	151233
854	536964	151122
855	537059	151225
856	537119	151167
857	537274	151051
858	537264	150998
859	537311	151013
860	537351	151028
861	537437	151064
862	537637	150879
863	537602	150743
864	537659	150859
865	537739	150786
866	537719	150705
867	537859	150771
868	537797	150834
869	537782	150874
870	537809	150945
871	537877	150953
872	537919	150932
873	538012	150963
874	538057	150980
875	538122	150995
876	538189	150985
877	538237	150970
878	538394	150907
879	538489	150869
880	538619	150814
881	538792	150748
882	538809	150723
883	538842	150723
884	538859	150761
885	538864	150720
886	538932	150715
887	538974	150695
888	539004	150708
889	539012	150746
890	539072	150768
891	539099	150771
892	539169	150806
893	539205	150824
894	539397	150809
895	539427	150804
